Asset groups report
"October 1, 2016 - September 16, 2026"
Asset group status,Asset Group,Campaign,Headlines,Long Headlines,Descriptions,Marketing Images,Square Marketing Images,Portrait Marketing Images,Ad Strength,Status,Audience signal,Search themes,Currency code,Avg. CPM,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. rate,Conversions,Cost / conv.
ENABLED,Aceita Pets,pmaxaluguelsa360rjmg_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o imóvel dos sonhos., Seu cantinho no Viva Real, Aluguel é no Viva Real, Imóvel que aceita pets, Alugue seu novo lar","Quer alugar uma casa, apto ou kitnet, que aceita o seu pet? O seu cantinho está aqui., Imóveis do jeito que você sonha. Tudo o que você precisa está no VIva Real.","Encontre o lar ideal para você e seu pet., Confira casas, aptos, kitnets e outros imóveis que aceitam seu animal de estimação., Precisando de um novo lar? Encontre seu novo cantinho no Viva Real. Acesse ou Baixe o app., Filtre por aceita pet e selecione a opção de aluguel ideal. Os melhores preços estão aqui., Imóveis no seu bairro preferido, do jeitinho que você sonha. Faça sua busca agora.","https://tpc.googlesyndication.com/simgad/7767539705891433998, https://tpc.googlesyndication.com/simgad/18217074044552368850, https://tpc.googlesyndication.com/simgad/13527216406034986132, https://tpc.googlesyndication.com/simgad/16602915261494846501","https://tpc.googlesyndication.com/simgad/1990016490712213096, https://tpc.googlesyndication.com/simgad/18420140369925686843, https://tpc.googlesyndication.com/simgad/4510866660173328848, https://tpc.googlesyndication.com/simgad/15981472103054138794",https://tpc.googlesyndication.com/simgad/13972655329227114027,Average,Not eligible,Viva Real | Aluguel,"aluguel com animal de estimação, Aluguel Pet Friendly, casa que aceita pet, filtro aceita pet, Apartamento pet friendly, Imóveis para pets, Casa que aceita cachorro, apartamento que aceita pet, Aluguel com permissão para animais, Locação flexível para animais, aluguel que aceita pet, Aluguel que permite animais de estimação, Imóvel pet friendly, Apartamentos que aceitam gato e cachorro",BRL,35.01,"80,502","17,040",21.17%,0.17,2818.16,27.49%,"4,683.48",0.60
ENABLED,Aceita Pets | Jun/23,pmaxaluguelsa360br_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o imóvel dos sonhos., Seu cantinho no Viva Real, Aluguel é no Viva Real, Imóvel que aceita pets, Alugue seu novo lar","Quer alugar uma casa, apto ou kitnet, que aceita o seu pet? O seu cantinho está aqui., Imóveis do jeito que você sonha. Tudo o que você precisa está no VIva Real.","Encontre o lar ideal para você e seu pet., Confira casas, aptos, kitnets e outros imóveis que aceitam seu animal de estimação., Precisando de um novo lar? Encontre seu novo cantinho no Viva Real. Acesse ou Baixe o app., Filtre por aceita pet e selecione a opção de aluguel ideal. Os melhores preços estão aqui., Imóveis no seu bairro preferido, do jeitinho que você sonha. Faça sua busca agora.","https://tpc.googlesyndication.com/simgad/7767539705891433998, https://tpc.googlesyndication.com/simgad/18217074044552368850, https://tpc.googlesyndication.com/simgad/13527216406034986132, https://tpc.googlesyndication.com/simgad/16602915261494846501","https://tpc.googlesyndication.com/simgad/1990016490712213096, https://tpc.googlesyndication.com/simgad/18420140369925686843, https://tpc.googlesyndication.com/simgad/4510866660173328848, https://tpc.googlesyndication.com/simgad/15981472103054138794",https://tpc.googlesyndication.com/simgad/13972655329227114027,Good,Eligible,Viva Real | Aluguel,"apartamento que aceita pet, casa para alugar aceita animais, apartamento para alugar com pet, apartamento que aceita animais, apartamento para alugar aceita animais",BRL,41.81,"7,196,666","1,611,969",22.40%,0.19,300868.00,18.25%,"294,220.18",1.02
ENABLED,Mobiliado | Jun/23,pmaxaluguelsa360g3_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Encontre seu lar dos sonhos, Casa decorada é no Viva Real, Mobiliado, pra entrar e morar, Aptos para alugar mobiliado, Seu cantinho dos sonhos, Casas e aptos no Viva Real, Alugue sua casa ideal","Apartamento decorado, pronto pra alugar e morar. Encontre o seu imóvel agora mesmo., Casas e aptos mobiliados disponíveis para aluguel. Imóveis em todo o país.","Pra agilizar a vida na casa nova, tudo mobiliado. Confira., Encontre imóveis para aluguel na sua região. Use o filtro e personalize do seu jeito., Filtre por aluguel, preço máximo e mobiliados. Encontre já o seu novo lar. Confira agora., Imóveis para alugar já decorados. Perfeito para quem busca um cantinho novo., Aluguel de 2 quartos, mobiliado e vaga na garagem. Encontre seu lar dos sonhos.","https://tpc.googlesyndication.com/simgad/1024145633221370658, https://tpc.googlesyndication.com/simgad/17558708511060713842, https://tpc.googlesyndication.com/simgad/5358769708683541299, https://tpc.googlesyndication.com/simgad/7275577367893510312, https://tpc.googlesyndication.com/simgad/17435521161081017532","https://tpc.googlesyndication.com/simgad/3450301016921946366, https://tpc.googlesyndication.com/simgad/13805288227587480873, https://tpc.googlesyndication.com/simgad/11802526788487354590, https://tpc.googlesyndication.com/simgad/16457016917387347847, https://tpc.googlesyndication.com/simgad/9548104475756231205",https://tpc.googlesyndication.com/simgad/16281433289275899764,Average,Not eligible,Viva Real | Aluguel,"Apartamento mobiliado, Imóvel pronto para morar, Aluguel mobiliado, Aluguel com móveis, Casa mobiliada para locação, Locação mobiliada, Apartamento com móveis inclusos, Imóvel completo mobiliado, Aluguel sem necessidade de mobília, Imóvel mobiliado para alugar, Locação com móveis",BRL,47.95,"64,805","15,132",23.35%,0.21,3107.13,22.52%,"3,407.28",0.91
ENABLED,Varanda | Jun/23,pmaxaluguelsa360g3_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o seu sonho na vida real, Apê com varanda, Imóvel é no Viva Real, Aptos com varanda para alugar, Viva Real tem o seu novo lar., Aluguel é no Viva Real, Aluguel de Imóveis, Aluguel de casas e aptos, Oferta de imóveis para alugar, Aptos para alugar mobiliado","Apartamento com varanda para aproveitar o sol da manhã. Realize esse sonho, "" Os melhores imóveis disponíveis para aluguel. Encontre o imóvel dos seus sonhos aqui""","Encontre seu imóvel com varanda. Acesse o site e descubra., Confira as opções da sua região. Aplique os filtros e encontre a ideal para você., Viva Real tem o seu próximo lar com varada, piscina e muito mais. Confira agora mesmo., Agora é real, alugue o imóvel com varanda que você sempre sonhou., Procurando apto pra alugar? Alugue o imóvel que você sempre sonhou. Aplique os filtros.","https://tpc.googlesyndication.com/simgad/3496388502340421955, https://tpc.googlesyndication.com/simgad/7748273833475781120, https://tpc.googlesyndication.com/simgad/13291961413645601995, https://tpc.googlesyndication.com/simgad/10557650282869198474, https://tpc.googlesyndication.com/simgad/15382351877049185196, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/16665125078314298222","https://tpc.googlesyndication.com/simgad/3530211161236497689, https://tpc.googlesyndication.com/simgad/12057213260347048733, https://tpc.googlesyndication.com/simgad/161211839517682138, https://tpc.googlesyndication.com/simgad/11792851128694317620, https://tpc.googlesyndication.com/simgad/13839923731161280792, https://tpc.googlesyndication.com/simgad/8597059086854390155","https://tpc.googlesyndication.com/simgad/15050489508453522765, https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/7820147788355204165",Average,Not eligible,Viva Real | Aluguel,"apartamento com varanda, apartamento com sacada, apartamento com varanda gourmet, apartamento varanda gourmet, varanda gourmet, aluguel com varanda, casa com varanda, studio com varanda",BRL,42.26,"149,965","31,518",21.02%,0.20,6337.66,23.53%,"7,416.16",0.85
ENABLED,Filtros | Jun/23,pmaxcomprasa360br2_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Milhares de Imóveis, Casas e aptos no Viva Real, Compre aqui o seu novo lar, Casas e Apartamentos à venda, O imóvel ideal | Viva Real, Viva o sonho de um novo lar., Oferta de imóveis à venda, Casa e Apê no Viva Real","Imóveis que aceitam pets? No Viva Real você encontra opções pra todos os bolsos e gostos., Imóveis com varanda, mobiliados e com piscina. Tudo o que você precisa está no Viva Real","No Viva Real tem o imóvei certo pra você. Encontre já o seu., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., Aptos com varanda e casas com piscina. Acesse o Viva Real.","https://tpc.googlesyndication.com/simgad/950290047948062086, https://tpc.googlesyndication.com/simgad/2180661312029254691, https://tpc.googlesyndication.com/simgad/17712829707400158260, https://tpc.googlesyndication.com/simgad/15695938722441196484, https://tpc.googlesyndication.com/simgad/1346470709948479750","https://tpc.googlesyndication.com/simgad/2308013363491895828, https://tpc.googlesyndication.com/simgad/8941795832052149556, https://tpc.googlesyndication.com/simgad/14257752446347288007, https://tpc.googlesyndication.com/simgad/8597059086854390155, https://tpc.googlesyndication.com/simgad/15744494545453999604, https://tpc.googlesyndication.com/simgad/15460411255947107014, https://tpc.googlesyndication.com/simgad/6919030492629000273","https://tpc.googlesyndication.com/simgad/9499853721350226271, https://tpc.googlesyndication.com/simgad/15883999967015657192, https://tpc.googlesyndication.com/simgad/3134248711195783727, https://tpc.googlesyndication.com/simgad/7820147788355204165",Good,Not eligible,Viva Real | Compra,"apartamento 2 quartos, kitnet mobiliado, apartamento mobiliado para comprar, flat mobiliado, casa com piscina para comprar, Studio mobiliado para comprar, apto mobiliado",BRL,33.20,"560,496","143,105",25.53%,0.13,18610.51,21.46%,"30,704.43",0.61
ENABLED,Na Planta | Jun/23,pmaxcomprasa360br2_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Encontre o lar dos sonhos, Imóveis na planta, Em busca da casa própria?, Casas e aptos dos sonhos, Apto na Planta - Viva Real, Invista em imóveis na planta, Garanta seu imóvel na planta, Adquira seu imóvel na planta, Compre seu lar na planta","Procurando o apê dos sonhos na planta? Encontre agora. Acesse o site ou Baixe o App, Diga adeus ao aluguel e encontre o imóvel que você sempre sonhou na planta.","No Viva Real, temos o imóvel que combina com seus sonhos., Casas, aptos, kitnets e outros imóveis na localização ideal pra você. Acesse o Viva Real., Casa própria? Temos. Lançamentos de imóveis que cabem no seu bolso., Para todos os tipos de sonhos, temos um imóvel na planta que cabe no seu bolso., Imóveis ainda na planta no seu bairro preferido. Faça sua busca, pesquise no Viva Real.","https://tpc.googlesyndication.com/simgad/1897285788156345558, https://tpc.googlesyndication.com/simgad/12746624380512667980, https://tpc.googlesyndication.com/simgad/3206976175861898736, https://tpc.googlesyndication.com/simgad/11419282559294702705, https://tpc.googlesyndication.com/simgad/4430325325475973815","https://tpc.googlesyndication.com/simgad/5995448752927922274, https://tpc.googlesyndication.com/simgad/12128438461744799815, https://tpc.googlesyndication.com/simgad/8037685120806785688, https://tpc.googlesyndication.com/simgad/3194301462966355353, https://tpc.googlesyndication.com/simgad/18184305845921101392","https://tpc.googlesyndication.com/simgad/13263440933677926235, https://tpc.googlesyndication.com/simgad/4073867752163112256",Good,Not eligible,Viva Real | Compra,"Lançamento imobiliário, Investir em imóvel na planta, Comprar imóvel na planta, Apartamento na planta à venda, Comprar imóvel novo na planta, Imóvel na planta com financiamento, Comprar casa na planta, Lançamento de apartamentos na planta, Oportunidade de comprar imóvel na planta",BRL,29.73,"2,020,676","382,572",18.93%,0.16,60080.14,25.94%,"99,250.23",0.61
ENABLED,Geral,pmaxaluguelsa360rjmg_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Casa nova é no Viva Real, Alugue sua casa ideal, Casas e aptos no Viva Real, Aptos para alugar mobiliado, Viva o seu sonho na vida real","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis para toda família. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue agora mesmo.","https://tpc.googlesyndication.com/simgad/16428909100576394093, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/1049991034445285215","https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/15890859353469985613, https://tpc.googlesyndication.com/simgad/12955411490581505340",https://tpc.googlesyndication.com/simgad/5732128821441900082,Average,Not eligible,Viva Real | Aluguel,"apartamento para alugar, casas para alugar, Alugar apartamento, imoveis para alugar, apartamento mobiliado para alugar, casas para alugar perto de mim, aluguel apartamento, Alugar Casa, casas para arrendar, Alugar Kitnet, Alugar Flat",BRL,38.85,"609,488","129,700",21.28%,0.18,23678.91,28.66%,"37,172.19",0.64
ENABLED,Piscina,pmaxaluguelsa360rjmg_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Seu novo lar no Viva Real., Casa pra alugar com piscina, Encontre seu lar com piscina, Aluguel de casas e aptos, Viva Real tem o seu novo lar., Alugue sua casa com piscina, Aptos para alugar com piscina","Imóveis dos sonhos com piscina e no preço que você buscar. Confira agora mesmo., Casas e aptos disponíveis para aluguel. Imóveis em todo o país. Encontre seu novo lar","No Viva Real você encontra o seu novo imóvel com piscina., Aluguel em condomínio com área de lazer? Aplique os filtros e torne o seu sonho real., Imóveis com 2 ou 3 quartos, piscina e do jeito que você sonha, pelo preço ideal., Descubra as melhores opções de aluguel com facilidades e espaços de bem-estar. É real, Quer alugar o apê dos sonho? Confira no Viva Real aptos em condomínios com piscina.","https://tpc.googlesyndication.com/simgad/1513663969302100590, https://tpc.googlesyndication.com/simgad/8160025482655482574, https://tpc.googlesyndication.com/simgad/15695938722441196484, https://tpc.googlesyndication.com/simgad/1346470709948479750","https://tpc.googlesyndication.com/simgad/7776445088510564809, https://tpc.googlesyndication.com/simgad/6919030492629000273, https://tpc.googlesyndication.com/simgad/125311559343723923, https://tpc.googlesyndication.com/simgad/15460411255947107014","https://tpc.googlesyndication.com/simgad/4655765577110138184, https://tpc.googlesyndication.com/simgad/14932689091582686916",Average,Not eligible,Viva Real | Aluguel,"Apartamento com piscina, Aluguel com piscina privativa, Casa com piscina alugar, Aluguel com piscina, Casa com piscina para locação, Imóvel com piscina para alugar, Aluguel de imóvel com lazer, Imóvel com área de lazer e piscina, Imóvel com piscina e churrasqueira, Locação com piscina, Apartamento com piscina e área de lazer, Aluguel de casa com piscina para famílias, Aluguel com piscina e espaço gourmet",BRL,42.54,"165,684","38,520",23.25%,0.18,7048.17,28.00%,"10,785.53",0.65
ENABLED,Piscina | Jun/23,pmaxaluguelsa360scpr_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Seu novo lar no Viva Real., Casa pra alugar com piscina, Encontre seu lar com piscina, Aluguel de casas e aptos, Viva Real tem o seu novo lar., Alugue sua casa com piscina, Aptos para alugar com piscina, Encontre imóvel com piscina","Imóveis dos sonhos com piscina e no preço que você buscar. Confira agora mesmo., Casas e aptos disponíveis para aluguel. Imóveis em todo o país. Encontre seu novo lar","No Viva Real você encontra o seu novo imóvel com piscina., Aluguel em condomínio com área de lazer? Aplique os filtros e torne o seu sonho real., Imóveis com 2 ou 3 quartos, piscina e do jeito que você sonha, pelo preço ideal., Descubra as melhores opções de aluguel com facilidades e espaços de bem-estar. É real, Quer alugar o apê dos sonho? Confira no Viva Real aptos em condomínios com piscina.","https://tpc.googlesyndication.com/simgad/1513663969302100590, https://tpc.googlesyndication.com/simgad/8160025482655482574, https://tpc.googlesyndication.com/simgad/15695938722441196484, https://tpc.googlesyndication.com/simgad/1346470709948479750","https://tpc.googlesyndication.com/simgad/7776445088510564809, https://tpc.googlesyndication.com/simgad/6919030492629000273, https://tpc.googlesyndication.com/simgad/125311559343723923, https://tpc.googlesyndication.com/simgad/15460411255947107014","https://tpc.googlesyndication.com/simgad/4655765577110138184, https://tpc.googlesyndication.com/simgad/14932689091582686916",Good,Not eligible,Viva Real | Aluguel | SC/PR,"Apartamento com piscina, Aluguel com piscina privativa, Casa com piscina alugar, Aluguel com piscina, Casa com piscina para locação, Imóvel com piscina para alugar, Aluguel de imóvel com lazer, Imóvel com área de lazer e piscina, Imóvel com piscina e churrasqueira, Locação com piscina, Apartamento com piscina e área de lazer, Aluguel de casa com piscina para famílias, Aluguel com piscina e espaço gourmet",BRL,55.39,"125,903","30,862",24.51%,0.23,6973.33,32.41%,"10,001.19",0.70
ENABLED,Compra,pmaxcomprasa360sp_gg_pc_bg_lc_ao_wb_re_vr_pf,"O imóvel ideal | Viva Real, Compre sua Casa no Viva Real, Viva Real tem o que você quer, Casas e Apartamentos à venda, Compre aqui o seu novo lar, Compre seu imóvel dos sonhos, Seu novo lar está aqui, Compre seu imóvel aqui, Seu novo imóvel está aqui, Encontre o imóvel ideal, Oferta de imóveis à venda, Imóveis que cabem no seu bolso","Imóveis à Venda na sua região. Casas, apartamentos e kitnets que cabem no seu bolso., Descubra as melhores opções para morar. Aqui, o sonho de comprar um imóvel pode ser real.","Seu sonho da casa própria se torna realidade no Viva Real., Escolha seu imóvel agora. Descubra opções na sua região, para compra ou aluguel., Imóveis à venda para todos os tamanhos de sonhos. Está tudo aqui no Viva Real., Viva o seu sonho. Compre o seu imóvel. Opções mobiliadas, com varanda e muito mais., Comprar um imóvel cabe nos seus sonhos? Viva Real faz acontecer na realidade.","https://tpc.googlesyndication.com/simgad/3068686964849926367, https://tpc.googlesyndication.com/simgad/6944677988565321782, https://tpc.googlesyndication.com/simgad/16665125078314298222, https://tpc.googlesyndication.com/simgad/2134301337395305174, https://tpc.googlesyndication.com/simgad/16879512954020542069, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/11096089070483452513","https://tpc.googlesyndication.com/simgad/18204173142203380515, https://tpc.googlesyndication.com/simgad/806065885869337825, https://tpc.googlesyndication.com/simgad/11758316744067166863, https://tpc.googlesyndication.com/simgad/15890859353469985613, https://tpc.googlesyndication.com/simgad/5515183827478274253, https://tpc.googlesyndication.com/simgad/17260273042707847140","https://tpc.googlesyndication.com/simgad/4528857307356382384, https://tpc.googlesyndication.com/simgad/12379935828693184604, https://tpc.googlesyndication.com/simgad/8922337375549905483",Good,Not eligible,Viva Real | Compra | SP,"Imóveis à venda, Comprar imóvel, Comprar casa, Compra de apartamento, Imóveis para compra, Oportunidades de compra de imóveis, Apartamento ou casa para comprar, Imóvel de luxo à venda",BRL,32.97,"706,701","172,388",24.39%,0.14,23300.78,23.49%,"40,502.04",0.58
ENABLED,Geral | Jun/23,pmaxcomprasa360g3_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, Viva Real tem seu próximo lar, Encontre o imóvel ideal, Casas e aptos no Viva Real, Compre aqui o seu novo lar, Comprar Imóveis, O imóvel ideal | Viva Real, Apto na Planta - Viva Real, Viva o sonho de um novo lar.","No Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Busque no Viva Real. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem o imóvel certo pra você. Encontre já o seu., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Procurando um novo lar? Casas e apartamentos à venda na sua cidade. Confira no Viva Real., Veja imóveis no seu bairro. Opções que cabem na sua realidade? Descubra no Viva Real., Aptos com varanda e casas com piscina. Acesse o Viva Real.","https://tpc.googlesyndication.com/simgad/1049991034445285215, https://tpc.googlesyndication.com/simgad/12371575978625135721, https://tpc.googlesyndication.com/simgad/12937442807543016476, https://tpc.googlesyndication.com/simgad/14407412377117727068, https://tpc.googlesyndication.com/simgad/16428909100576394093","https://tpc.googlesyndication.com/simgad/14378425319071332889, https://tpc.googlesyndication.com/simgad/12955411490581505340, https://tpc.googlesyndication.com/simgad/17260273042707847140, https://tpc.googlesyndication.com/simgad/10925276148190891359, https://tpc.googlesyndication.com/simgad/1133890680381761914","https://tpc.googlesyndication.com/simgad/7696776457928613608, https://tpc.googlesyndication.com/simgad/12379935828693184604",Average,Not eligible,Viva Real | Compra,"apartamento na planta, apartamento a venda, casa em condominio, ap na planta, apartamentos mobiliados, apartamento para comprar, casa a venda, imoveis a venda caixa, Comprar Casa, casa para vender, Comprar Apartamento, comprar apto, Comprar Studio",BRL,35.84,"49,660","12,444",25.06%,0.14,1779.86,11.08%,"1,379.01",1.29
ENABLED,Em Construção | Jun/23,pmaxcomprasa360br_gg_pm_bg_lc_ao_wb_re_vr_pf,"Viva Real, O seu novo lar no Viva Real, Ficou fácil achar o seu imóvel, Casas e aptos no Viva Real, Casa e Apê no Viva Real, Apto em construção - Viva Real","Encontre seu lar em construção e compre sua casa nova por um preço que cabe no bolso., Procurando o lar dos sonhos? Pesquisa no Viva Real. Imóveis em todos os estados do Brasil.","Os melhores imóveis para todos os tipo de sonhos., Imóveis em construção. Só os mais novinhos, com aquele cheirinho de sonho realizado., Apartamentos e Casas à venda. Aplique os filtros e encontre o lar que você sempre sonhou., Encontre a casa que você sempre sonhou à venda no Viva Real, chegou a hora de realizar., No Viva Real você encontra, imóveis com 3 quartos, 2 banheiros, vaga de garagem e mais.","https://tpc.googlesyndication.com/simgad/4201099087423291362, https://tpc.googlesyndication.com/simgad/16253265297082126592, https://tpc.googlesyndication.com/simgad/1937991838680279080, https://tpc.googlesyndication.com/simgad/16949169015106826801, https://tpc.googlesyndication.com/simgad/6963243269925178981","https://tpc.googlesyndication.com/simgad/11335228876054793649, https://tpc.googlesyndication.com/simgad/2125410695109412823, https://tpc.googlesyndication.com/simgad/1065739603073898564, https://tpc.googlesyndication.com/simgad/3351752349882014906, https://tpc.googlesyndication.com/simgad/1013880392811991620",https://tpc.googlesyndication.com/simgad/6444970367714981330,Average,Eligible (Limited),Viva Real | Compra,"apartamento em construção, comprar apartamento em construção, comprar empreendimento contrução",BRL,31.89,"15,879,650","3,531,957",22.24%,0.14,506435.92,12.58%,"444,458.48",1.14
ENABLED,Aceita Pets | Jun/23,pmaxaluguelsa360g3_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o imóvel dos sonhos., Seu cantinho no Viva Real, Aluguel é no Viva Real, Imóvel que aceita pets, Alugue seu novo lar","Quer alugar uma casa, apto ou kitnet, que aceita o seu pet? O seu cantinho está aqui., Imóveis do jeito que você sonha. Tudo o que você precisa está no VIva Real.","Encontre o lar ideal para você e seu pet., Confira casas, aptos, kitnets e outros imóveis que aceitam seu animal de estimação., Precisando de um novo lar? Encontre seu novo cantinho no Viva Real. Acesse ou Baixe o app., Filtre por aceita pet e selecione a opção de aluguel ideal. Os melhores preços estão aqui., Imóveis no seu bairro preferido, do jeitinho que você sonha. Faça sua busca agora.","https://tpc.googlesyndication.com/simgad/7767539705891433998, https://tpc.googlesyndication.com/simgad/18217074044552368850, https://tpc.googlesyndication.com/simgad/13527216406034986132, https://tpc.googlesyndication.com/simgad/16602915261494846501","https://tpc.googlesyndication.com/simgad/1990016490712213096, https://tpc.googlesyndication.com/simgad/18420140369925686843, https://tpc.googlesyndication.com/simgad/4510866660173328848, https://tpc.googlesyndication.com/simgad/15981472103054138794",https://tpc.googlesyndication.com/simgad/13972655329227114027,Average,Not eligible,Viva Real | Aluguel,"aluguel com animal de estimação, Aluguel Pet Friendly, casa que aceita pet, filtro aceita pet, Apartamento pet friendly, Imóveis para pets, Casa que aceita cachorro, apartamento que aceita pet, Aluguel com permissão para animais, Locação flexível para animais, aluguel que aceita pet, Aluguel que permite animais de estimação, Imóvel pet friendly, Apartamentos que aceitam gato e cachorro",BRL,42.07,"46,904","9,690",20.66%,0.20,1973.25,23.45%,"2,272.23",0.87
ENABLED,Aceita Pets | Jun/23,pmaxaluguelsa360br2_gg_pm_bg_la_ao_wb_re_vr_pf,"Viva Real, Viva o imóvel dos sonhos., Seu cantinho no Viva Real, Aluguel é no Viva Real, Imóvel que aceita pets, Alugue seu novo lar, Alugue com seu pet aqui, Lar para você e seu pet, Lar pet-friendly te espera","Quer alugar uma casa, apto ou kitnet, que aceita o seu pet? O seu cantinho está aqui., Imóveis do jeito que você sonha. Tudo o que você precisa está no VIva Real.","Encontre o lar ideal para você e seu pet., Confira casas, aptos, kitnets e outros imóveis que aceitam seu animal de estimação., Precisando de um novo lar? Encontre seu novo cantinho no Viva Real. Acesse ou Baixe o app., Filtre por aceita pet e selecione a opção de aluguel ideal. Os melhores preços estão aqui., Imóveis no seu bairro preferido, do jeitinho que você sonha. Faça sua busca agora.","https://tpc.googlesyndication.com/simgad/7767539705891433998, https://tpc.googlesyndication.com/simgad/18217074044552368850, https://tpc.googlesyndication.com/simgad/13527216406034986132, https://tpc.googlesyndication.com/simgad/16602915261494846501, https://tpc.googlesyndication.com/simgad/7937153367513471917","https://tpc.googlesyndication.com/simgad/1990016490712213096, https://tpc.googlesyndication.com/simgad/18420140369925686843, https://tpc.googlesyndication.com/simgad/4510866660173328848, https://tpc.googlesyndication.com/simgad/15981472103054138794, https://tpc.googlesyndication.com/simgad/11234553451037433513","https://tpc.googlesyndication.com/simgad/13972655329227114027, https://tpc.googlesyndication.com/simgad/18079497814235985169",Good,Not eligible,Viva Real | Aluguel,"aluguel com animal de estimação, Aluguel Pet Friendly, casa que aceita pet, filtro aceita pet, Apartamento pet friendly, Imóveis para pets, Casa que aceita cachorro, apartamento que aceita pet, Aluguel com permissão para animais, Locação flexível para animais, aluguel que aceita pet, Aluguel que permite animais de estimação, Imóvel pet friendly, Apartamentos que aceitam gato e cachorro",BRL,47.17,"215,676","48,645",22.55%,0.21,10173.47,32.28%,"15,701.69",0.65
PAUSED,Festival da Mudança | Ago/23,pmaxbr_gg_pm_bg_ld_ao_wb_re_vr_pf - old,"Festival da Mudança Viva Real, Encontre o imóvel ideal, Aluguel e Venda de Imóveis, Casa nova é no Viva Real, Viva Real, Casas e aptos no Viva Real, O imóvel ideal | Viva Real, Compre sua Casa no Viva Real","Do aluguel à compra, no Viva Real você encontra o imóvel dos sonhos. Veja suas opções aqui, Festival da Mudança. Casas, apartamentos do jeitinho que você quer, na localização ideal.","No Viva Real tem imóveis de todos os tamanhos pra você., Casas, apartamentos e até kitnets na sua região. Escolha agora o seu próximo lar., Imóveis pra morar com a família ou com o pet. Veja as melhores opções no Viva Real., Procurando um cantinho novo pra morar? Encontre o que imóvel que precisa no Viva Real., O Viva Real tem a casa nova que você sempre sonhou. Alugue ou compre agora mesmo.","https://tpc.googlesyndication.com/simgad/17962979862308948717, https://tpc.googlesyndication.com/simgad/4950556567830508971, https://tpc.googlesyndication.com/simgad/4658704185999122050, https://tpc.googlesyndication.com/simgad/15210113308671024038, https://tpc.googlesyndication.com/simgad/15260957858198859213, https://tpc.googlesyndication.com/simgad/2724405659162772569, https://tpc.googlesyndication.com/simgad/6883687583884082392","https://tpc.googlesyndication.com/simgad/347031106278839413, https://tpc.googlesyndication.com/simgad/13369410709310205437, https://tpc.googlesyndication.com/simgad/4025118805888573572, https://tpc.googlesyndication.com/simgad/6617888768477041269, https://tpc.googlesyndication.com/simgad/16047138525300000701, https://tpc.googlesyndication.com/simgad/7605289904552822377","https://tpc.googlesyndication.com/simgad/2877648887929582402, https://tpc.googlesyndication.com/simgad/14403024643371976724, https://tpc.googlesyndication.com/simgad/2939480718138832309",Average,Paused,Viva Real | Geral, --,BRL,43.05,"939,573","238,993",25.44%,0.17,40451.39,12.12%,"28,957.52",1.40
